2,32,0.000000
2,64,0.000000
2,128,0.006000
2,256,0.080000
2,512,0.527000
2,1024,6.371000
2,32,0.000000
2,64,0.000000
2,128,0.010000
2,256,0.070000
2,512,0.508000
2,1024,6.681000
2,32,0.000000
2,64,0.000000
2,128,0.009000
2,256,0.070000
2,512,0.541000
2,1024,6.762000
2,32,0.000000
2,64,0.000000
2,128,0.011000
2,256,0.070000
2,512,0.562000
2,1024,6.442000
2,32,0.000000
2,64,0.000000
2,128,0.010000
2,256,0.070000
2,512,0.525000
2,1024,6.645000
2,32,0.000000
2,64,0.000000
2,128,0.010000
2,256,0.080000
2,512,0.567000
2,1024,6.769000
2,32,0.000000
2,64,0.000000
2,128,0.009000
2,256,0.075000
2,512,0.590000
2,1024,6.742000
2,32,0.000000
2,64,0.000000
2,128,0.007000
2,256,0.069000
2,512,0.530000
2,1024,6.737000
2,32,0.000000
2,64,0.000000
2,128,0.011000
2,256,0.084000
2,512,0.550000
2,1024,6.695000
2,32,0.000000
2,64,0.015000
2,128,0.020000
2,256,0.070000
2,512,0.529000
2,1024,6.889000
2,32,0.000000
2,64,0.000000
2,128,0.010000
2,256,0.069000
2,512,0.537000
2,1024,6.696000
2,32,0.000000
2,64,0.000000
2,128,0.010000
2,256,0.076000
2,512,0.652000
2,1024,6.446000
2,32,0.000000
2,64,0.000000
2,128,0.005000
2,256,0.075000
2,512,0.525000
2,1024,6.290000
2,32,0.000000
2,64,0.000000
2,128,0.005000
2,256,0.067000
2,512,0.455000
2,1024,6.181000
2,32,0.000000
2,64,0.010000
2,128,0.010000
2,256,0.074000
2,512,0.478000
2,1024,6.594000
2,32,0.000000
2,64,0.000000
2,128,0.010000
2,256,0.080000
2,512,0.579000
2,4,0.000000
2,8,0.000000
2,16,0.000000
2,32,0.000000
2,64,0.001000
2,128,0.008000
2,256,0.071000
2,512,0.523000
2,1024,6.269000
2,2048,59.094000
2,4096,671.921000
2,4,0.000000
2,8,0.000000
2,16,0.000000
2,32,0.000000
2,64,0.001000
2,128,0.008000
2,256,0.065000
2,512,0.539000
2,1024,7.645000
2,2048,88.518000
2,4096,820.722000
2,4,0.000000
2,8,0.000000
2,16,0.000000
2,32,0.000000
2,64,0.001000
2,128,0.009000
2,256,0.067000
2,512,0.541000
2,1024,6.955000
2,2048,92.361000
2,4096,750.903000
2,4,0.000000
2,8,0.000000
2,16,0.000000
2,32,0.000000
2,64,0.000000
2,128,0.016000
2,256,0.070000
2,512,0.540000
2,1024,8.670000
2,2048,100.927000
2,4096,796.825000
2,4,0.000000
2,8,0.000000
2,16,0.000000
2,32,0.000000
2,64,0.010000
2,128,0.010000
2,256,0.071000
2,512,0.542000
2,1024,7.336000
2,2048,83.622000
2,4096,786.110000
4,32,0.000000
4,64,0.000000
4,128,0.008000
4,256,0.056000
4,512,0.395000
4,1024,5.286000
4,2048,63.040000
4,4096,517.079000
4,32,0.000000
4,64,0.000000
4,128,0.009000
4,256,0.110000
4,512,0.400000
4,1024,5.676000
4,2048,60.395000
4,4096,523.599000
4,32,0.005000
4,64,0.000000
4,128,0.005000
4,256,0.045000
4,512,0.409000
4,1024,5.821000
4,2048,65.925000
4,4096,544.630000
4,32,0.000000
4,64,0.000000
4,128,0.009000
4,256,0.041000
4,512,0.410000
4,1024,5.819000
4,2048,65.734000
4,4096,575.482000
4,32,0.000000
4,64,0.001000
4,128,0.008000
4,256,0.055000
4,512,0.381000
4,1024,6.577000
4,2048,72.688000
4,4096,539.964000
6,32,0.000000
6,64,0.001000
6,128,0.008000
6,256,0.049000
6,512,0.348000
6,1024,2.701000
6,2048,24.441000
6,4096,212.758000
6,32,0.000000
6,64,0.000000
6,128,0.008000
6,256,0.061000
6,512,0.375000
6,1024,3.346000
6,2048,27.832000
6,4096,224.397000
6,32,0.000000
6,64,0.001000
6,128,0.006000
6,256,0.056000
6,512,0.501000
6,1024,3.369000
6,2048,27.735000
6,4096,214.353000
6,32,0.000000
6,64,0.001000
6,128,0.009000
6,256,0.056000
6,512,0.430000
6,1024,3.225000
6,2048,26.857000
6,4096,203.471000
6,32,0.000000
6,64,0.001000
6,128,0.006000
6,256,0.051000
6,512,0.462000
6,1024,3.342000
6,2048,25.722000
6,4096,205.076000
7,32,0.005000
7,64,0.001000
7,128,0.004000
7,256,0.019000
7,512,0.122000
7,1024,0.558000
7,2048,2.710000
7,4096,15.773000
7,32,0.000000
7,64,0.000000
7,128,0.001000
7,256,0.006000
7,512,0.046000
7,1024,0.263000
7,2048,2.568000
7,4096,15.375000
7,32,0.000000
7,64,0.001000
7,128,0.009000
7,256,0.038000
7,512,0.167000
7,1024,0.585000
7,2048,2.597000
7,4096,15.276000
7,32,0.000000
7,64,0.000000
7,128,0.003000
7,256,0.027000
7,512,0.158000
7,1024,0.604000
7,2048,2.784000
7,4096,15.566000
7,32,0.001000
7,64,0.001000
7,128,0.008000
7,256,0.046000
7,512,0.162000
7,1024,0.586000
7,2048,2.385000
7,4096,15.309000
1,4,0.000000
1,8,0.000000
1,16,0.000000
1,32,0.000000
1,64,0.004000
1,128,0.028000
1,256,0.195000
1,512,1.569000
1,1024,20.315000
1,2048,259.799000
1,4,0.000000
1,8,0.000000
1,16,0.000000
1,32,0.000000
1,64,0.000000
1,128,0.025000
1,256,0.199000
1,512,1.860000
1,1024,17.284000
1,2048,267.877000
8,1,2.62e-06
8,2,2.62e-06
8,4,1e-05
8,8,0.00011
8,16,0.0008
8,32,0.006
8,64,0.05
8,128,0.42
8,256,3.44
8,512,29.07
8,1024,245.03
8,2048,1922.51
